task_id,config,agent,model,reasoning,snapshot,raw_pass,judge_pass,compile,tests_passed,tests_run,req_satisfied,req_total,duration_s,cost_usd,output_tokens,steps,compile_calls,compile_errors,files_edited
ue_task_0118,Claude Opus 4.8 (max),claude-code,claude-opus-4-8,max,ue_task_0118_claude-code_20260630_122603,0,0,1,0,1,7,8,2245.5,17.082529500000003,176081,71,6,2,1
ue_task_0119,Claude Opus 4.8 (max),claude-code,claude-opus-4-8,max,ue_task_0119_claude-code_20260630_124530,0,0,1,0,1,6,7,1017.0,9.761633999999999,76485,64,3,0,4
ue_task_0120,Claude Opus 4.8 (max),claude-code,claude-opus-4-8,max,ue_task_0120_claude-code_20260630_133437,0,0,1,0,1,6,9,2881.9,15.671957999999998,233439,73,4,0,8
ue_task_0001,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0001_codex_20260618_033652,0,0,1,0,7,5,7,549.1,4.831466,15839,55,11,10,7
ue_task_0002,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0002_codex_20260618_035034,0,0,1,8,11,,,468.3,8.717421,27597,87,6,30,10
ue_task_0003,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0003_codex_20260618_040457,0,0,1,2,5,,,510.3,9.816999,28796,81,9,2,7
ue_task_0004,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0004_codex_20260625_020912,0,0,1,0,1,,,372.5,5.658031,16011,70,5,2,9
ue_task_0005,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0005_codex_20260618_042738,1,1,1,4,4,5,5,367.0,4.748034,16545,59,5,0,9
ue_task_0006,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0006_codex_20260618_043759,0,0,1,4,5,,,430.4,6.029506,14921,57,5,0,4
ue_task_0007,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0007_codex_20260625_021649,1,0,1,1,1,3,5,353.9,5.143555,14837,66,1,0,3
ue_task_0008,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0008_codex_20260618_061256,0,0,1,17,22,,,526.0,9.49139,29790,92,2,0,8
ue_task_0009,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0009_codex_20260618_062509,0,0,1,2,5,7,8,260.0,2.514972,10157,36,2,0,1
ue_task_0010,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0010_codex_20260618_063252,0,1,1,2,3,1,1,181.5,1.044539,4014,19,1,0,1
ue_task_0011,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0011_codex_20260628_111214,1,1,1,6,6,9,9,1039.1,4.6059,12824,69,5,1,1
ue_task_0012,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0012_codex_20260618_065255,0,0,1,7,10,5,8,494.2,5.868487,21555,81,4,4,5
ue_task_0013,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0013_codex_20260618_070436,0,0,1,1,2,,,408.3,3.578419,16336,44,4,4,1
ue_task_0014,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0014_codex_20260628_112515,1,0,1,1,1,5,6,498.5,3.6838125,17932,67,3,2,2
ue_task_0015,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0015_codex_20260618_072417,0,0,1,0,2,9,10,341.6,3.319873,11408,52,4,2,8
ue_task_0017,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0017_codex_20260618_074432,0,0,1,1,2,7,10,347.4,4.045636,16327,49,1,0,2
ue_task_0018,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0018_codex_20260618_075358,1,1,1,2,2,,,339.1,2.964,10708,34,1,0,2
ue_task_0019,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0019_codex_20260618_081609,0,0,1,1,3,4,7,1047.9,7.308456,19232,59,2,2,2
ue_task_0020,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0020_codex_20260618_084051,0,0,1,5,12,3,8,1147.5,9.941849,31000,69,3,2,2
ue_task_0021,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0021_codex_20260618_085927,0,0,1,4,8,5,8,524.6,6.574837,23442,65,4,2,1
ue_task_0022,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0022_codex_20260618_091743,0,0,1,3,8,,,540.4,8.216718,30216,53,3,5,2
ue_task_0023,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0023_codex_20260628_114025,1,0,1,2,2,,,611.6,4.650165,20131,64,3,1,5
ue_task_0024,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0024_codex_20260628_115333,1,0,1,3,3,7,8,431.2,2.94242,11699,40,4,0,2
ue_task_0025,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0025_codex_20260628_120715,0,0,1,0,3,,,559.1,5.636535,17702,66,3,0,2
ue_task_0026,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0026_codex_20260628_123619,0,0,1,0,3,3,8,1132.7,6.811065000000001,18961,62,3,0,3
ue_task_0027,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0027_codex_20260628_125429,0,0,1,0,3,,,621.3,5.1801575,21753,58,3,1,6
ue_task_0028,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0028_codex_20260628_131236,0,0,1,0,1,7,8,582.2,1.6097875000000001,14204,40,3,0,2
ue_task_0029,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0029_codex_20260628_132500,0,0,1,0,1,5,6,399.5,2.6252524999999998,11614,41,1,0,2
ue_task_0030,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0030_codex_20260628_133733,0,0,1,0,1,,,460.1,6.068687499999999,15063,58,3,6,2
ue_task_0031,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0031_codex_20260628_134942,1,1,1,1,1,1,1,413.5,2.4665624999999998,10864,56,3,0,3
ue_task_0034,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0034_codex_20260618_101829,0,0,1,2,9,1,5,570.1,5.791097,20908,74,2,0,1
ue_task_0035,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0035_codex_20260618_103539,0,0,1,5,9,5,9,457.0,7.034768,24489,64,2,1,1
ue_task_0036,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0036_codex_20260618_105040,0,0,1,6,9,2,5,538.5,5.531448,19860,72,5,0,1
ue_task_0037,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0037_codex_20260618_110550,0,0,1,7,8,5,7,537.1,7.096301,20782,71,2,0,1
ue_task_0038,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0038_codex_20260618_111856,0,0,1,5,11,9,11,491.6,5.926796,18824,88,4,7,1
ue_task_0039,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0039_codex_20260618_113801,0,0,1,3,9,9,13,523.4,7.336885,24862,73,4,0,1
ue_task_0042,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0042_codex_20260618_122538,0,0,1,8,11,6,8,389.7,4.518837,16282,49,2,1,1
ue_task_0043,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0043_codex_20260618_124017,0,0,1,10,14,4,8,465.6,6.426575,17607,65,5,3,1
ue_task_0045,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0045_codex_20260618_133011,0,0,1,4,5,4,7,758.2,8.399985,30363,67,5,12,1
ue_task_0046,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0046_codex_20260618_135619,0,0,1,0,1,0,6,1099.8,7.377998,24036,91,5,8,1
ue_task_0047,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0047_codex_20260618_141525,1,1,1,2,2,6,6,679.7,6.83223,28608,37,1,0,1
ue_task_0048,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0048_codex_20260618_143629,0,0,1,0,2,4,6,824.0,8.774533,31727,63,9,4,1
ue_task_0049,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0049_codex_20260618_150236,0,0,1,0,2,4,6,964.7,7.548179,27364,63,4,2,2
ue_task_0050,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0050_codex_20260618_152750,1,0,1,2,2,4,7,937.0,6.164565,22681,56,4,22,2
ue_task_0051,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0051_codex_20260628_141654,0,1,1,0,3,8,8,933.6,5.269189999999999,17538,61,7,0,4
ue_task_0052,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0052_codex_20260628_144051,0,0,1,0,2,6,7,684.2,3.8335625,16486,69,3,2,11
ue_task_0053,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0053_codex_20260628_151348,0,0,1,0,3,7,10,1260.4,5.3148100000000005,22109,52,4,0,5
ue_task_0054,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0054_codex_20260628_153830,1,0,1,3,3,,,771.5,7.593427499999999,18493,71,9,4,1
ue_task_0055,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0055_codex_20260628_155441,0,0,1,1,2,,,534.8,2.29092,9149,37,6,0,1
ue_task_0056,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0056_codex_20260628_161107,0,0,1,9,10,5,6,574.9,2.499905,8168,40,3,0,1
ue_task_0057,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0057_codex_20260618_163642,1,0,1,2,2,1,5,684.9,6.066488,20277,60,6,0,2
ue_task_0058,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0058_codex_20260618_165357,1,1,1,1,1,,,629.2,4.699476,13895,81,4,0,1
ue_task_0059,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0059_codex_20260618_171237,1,0,1,1,1,4,5,714.5,7.366784,19880,49,5,2,5
ue_task_0060,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0060_codex_20260628_162730,1,1,1,1,1,5,5,636.2,2.8967074999999998,9495,52,3,0,3
ue_task_0061,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0061_codex_20260628_164327,0,0,1,0,1,5,5,593.5,2.7333950000000002,11287,35,2,0,1
ue_task_0062,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0062_codex_20260628_170415,0,0,1,0,1,0,1,900.8,2.9922700000000004,11123,45,4,2,2
ue_task_0063,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0063_codex_20260618_181942,1,0,1,3,3,2,5,643.7,2.756171,10095,33,1,0,4
ue_task_0064,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0064_codex_20260628_172253,0,0,1,2,3,2,5,769.9,3.442375,18293,52,5,0,4
ue_task_0065,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0065_codex_20260628_174025,1,0,1,1,1,5,6,694.9,5.566705,15248,54,4,4,7
ue_task_0067,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0067_codex_20260628_181746,0,0,1,0,1,0,1,788.6,7.34285,17314,59,5,0,2
ue_task_0068,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0068_codex_20260628_183801,0,0,1,0,1,0,1,842.6,10.599670000000001,16907,66,3,0,1
ue_task_0069,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0069_codex_20260618_195059,1,0,1,3,3,0,1,789.4,10.903895,28091,104,6,7,3
ue_task_0070,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0070_codex_20260628_185536,0,0,1,1,2,3,5,683.1,2.8251675,17557,46,3,2,6
ue_task_0071,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0071_codex_20260628_191002,0,1,1,1,2,6,6,474.5,1.2786075,7245,37,3,2,6
ue_task_0072,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0072_codex_20260628_194053,0,0,1,5,6,5,6,1174.5,4.758064999999999,25526,38,4,0,3
ue_task_0074,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0074_codex_20260628_202410,0,0,1,1,3,7,7,1027.3,3.8542475,13079,58,3,0,3
ue_task_0075,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0075_codex_20260628_204239,0,0,1,0,2,,,776.8,7.99762,20633,73,4,29,4
ue_task_0077,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0077_codex_20260628_212156,0,,0,0,0,,,756.1,9.89207,18583,58,3,0,7
ue_task_0078,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0078_codex_20260628_214126,0,,0,0,0,,,691.8,6.4416075,16235,54,3,0,5
ue_task_0079,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0079_codex_20260628_215951,0,,0,0,0,,,659.5,3.3297950000000003,15682,45,4,0,5
ue_task_0080,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0080_codex_20260628_221824,0,0,1,3,7,,,735.9,7.486057499999999,16741,51,5,0,5
ue_task_0081,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0081_codex_20260628_224605,0,,0,0,0,,,1017.5,4.4878849999999995,15318,55,5,0,4
ue_task_0082,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0082_codex_20260628_230028,0,0,1,0,3,9,9,602.7,5.951880000000001,18984,46,7,20,2
ue_task_0083,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0083_codex_20260628_231217,0,0,1,1,3,8,9,453.7,3.844145,17155,50,2,0,1
ue_task_0085,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0085_codex_20260628_234606,0,1,1,2,3,,,474.6,4.461925,17222,47,4,4,3
ue_task_0086,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0086_codex_20260629_000221,0,0,1,1,3,,,748.1,14.5456075,27102,104,6,54,8
ue_task_0087,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0087_codex_20260629_001724,0,1,1,0,3,,,672.2,7.653775,22625,63,5,10,6
ue_task_0088,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0088_codex_20260629_002800,1,1,1,1,1,10,10,288.7,2.8196325000000004,9486,33,4,16,1
ue_task_0089,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0089_codex_20260629_004039,0,1,1,0,1,9,9,327.0,2.6974199999999997,9720,37,1,0,1
ue_task_0090,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0090_codex_20260629_005523,0,1,1,0,1,,,707.1,9.539679999999999,23315,78,4,0,7
ue_task_0091,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0091_codex_20260629_012005,0,0,1,0,1,,,1295.7,4.9315999999999995,25111,59,3,0,7
ue_task_0092,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0092_codex_20260629_013428,0,0,1,0,1,,,623.0,4.6756475,21112,56,4,0,7
ue_task_0093,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0093_codex_20260629_014927,0,0,1,0,1,,,681.5,4.1228,22231,43,4,2,2
ue_task_0094,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0094_codex_20260629_020540,1,1,1,1,1,1,1,776.4,8.6857475,24325,55,7,0,2
ue_task_0095,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0095_codex_20260629_021840,1,0,1,1,1,,,549.0,5.416860000000001,10130,55,3,0,4
ue_task_0096,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0096_codex_20260629_023057,1,0,1,1,1,,,571.3,5.0280475000000004,10552,51,6,0,3
ue_task_0097,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0097_codex_20260629_024349,0,0,1,0,1,,,595.7,3.0153499999999998,21121,48,5,0,4
ue_task_0098,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0098_codex_20260629_030330,1,1,1,1,1,,,953.2,3.0801325,15661,52,4,0,4
ue_task_0099,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0099_codex_20260629_031725,0,0,1,0,1,,,665.3,3.52901,23801,49,3,4,11
ue_task_0100,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0100_codex_20260629_033456,0,0,1,0,1,,,813.9,7.3926825,32132,68,5,0,10
ue_task_0101,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0101_codex_20260629_035624,0,0,1,0,1,,,1090.9,11.866757499999999,37246,96,5,2,8
ue_task_0102,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0102_codex_20260629_041206,0,0,1,0,1,,,694.3,5.9876825,17404,66,4,2,6
ue_task_0103,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0103_codex_20260629_042502,1,0,1,2,2,,,604.7,4.451547499999999,16158,63,2,0,8
ue_task_0104,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0104_codex_20260629_043641,0,0,1,0,1,,,561.6,5.66641,17193,69,3,2,6
ue_task_0105,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0105_codex_20260629_045302,0,0,1,0,1,,,814.8,6.948135,25103,74,8,0,8
ue_task_0106,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0106_codex_20260629_050758,0,0,1,0,1,,,707.5,6.85483,24886,70,4,2,10
ue_task_0107,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0107_codex_20260629_052714,0,0,1,0,1,,,891.2,9.004315,24671,76,9,8,3
ue_task_0108,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0108_codex_20260629_054209,0,0,1,0,1,,,710.6,9.1811725,22869,83,5,12,7
ue_task_0109,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0109_codex_20260629_054956,1,0,1,10,10,7,8,301.2,1.4953750000000001,9478,31,4,4,2
ue_task_0110,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0110_codex_20260629_055850,1,0,1,16,16,6,7,385.9,1.8352724999999999,14017,27,1,0,4
ue_task_0111,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0111_codex_20260629_063014,1,0,1,1,1,2,4,249.0,1.006285,8457,21,1,0,1
ue_task_0112,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0112_codex_20260629_064047,0,0,1,0,1,,,393.7,3.391815,14282,47,3,0,1
ue_task_0113,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0113_codex_20260629_064807,1,1,1,1,1,,,323.7,2.395135,10264,38,1,0,1
ue_task_0114,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0114_codex_20260629_065704,1,1,1,1,1,8,8,306.3,0.806195,11732,16,1,0,1
ue_task_0115,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0115_codex_20260629_070433,1,1,1,1,1,,,309.5,2.2230925000000004,10021,29,3,0,1
ue_task_0116,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0116_codex_20260629_071258,0,0,1,0,1,,,369.1,2.20364,13233,31,1,0,2
ue_task_0117,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0117_codex_20260629_072552,1,0,1,1,1,,,642.8,6.200552500000001,26610,44,4,10,2
ue_task_0118,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0118_codex_20260629_073824,1,0,1,1,1,,,553.7,5.4393875,22988,48,3,4,1
ue_task_0119,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0119_codex_20260629_074529,0,1,1,0,1,,,321.0,2.76025,11637,40,1,0,2
ue_task_0120,GPT-5.5 (high),codex,gpt-5.5,high,ue_task_0120_codex_20260629_075953,0,0,1,0,1,,,602.9,7.094449999999999,24285,64,4,6,8
ue_task_0001,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0001_antigravity-cli_20260624_055558,0,0,1,2,7,2,7,329.5,3.151316,10078,40,,,4
ue_task_0002,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0002_antigravity-cli_20260624_061619,0,0,1,9,11,9,11,404.8,5.965249,17518,63,,,7
ue_task_0003,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0003_antigravity-cli_20260624_062901,0,0,1,3,5,3,5,391.7,5.919374,19030,58,,,5
ue_task_0004,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0004_antigravity-cli_20260624_063836,0,0,1,0,1,4,6,263.5,3.581077,9246,50,,,6
ue_task_0005,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0005_antigravity-cli_20260624_064751,1,1,1,4,4,6,6,263.3,3.860659,9904,42,,,4
ue_task_0006,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0006_antigravity-cli_20260624_065816,0,,0,0,0,,,350.3,3.635622,12249,41,,,2
ue_task_0007,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0007_antigravity-cli_20260624_070755,0,,0,0,0,,,346.2,3.537568,9139,47,,,3
ue_task_0008,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0008_antigravity-cli_20260624_092227,0,0,1,17,22,18,22,480.7,6.14374,20192,66,,,8
ue_task_0009,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0009_antigravity-cli_20260624_093937,1,1,1,5,5,11,11,196.0,1.627934,5642,26,,,1
ue_task_0010,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0010_antigravity-cli_20260624_095349,0,0,1,2,3,6,9,216.4,0.714767,2403,14,,,1
ue_task_0011,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0011_antigravity-cli_20260624_100802,0,0,1,3,6,7,9,262.1,1.132324,4327,25,,,1
ue_task_0012,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0012_antigravity-cli_20260624_101924,0,,0,0,0,,,346.1,3.894517,13682,58,,,5
ue_task_0013,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0013_antigravity-cli_20260624_103305,0,,0,0,0,,,369.7,2.531281,9074,32,,,1
ue_task_0014,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0014_antigravity-cli_20260624_104320,0,,0,0,0,,,342.1,2.643314,9020,37,,,2
ue_task_0015,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0015_antigravity-cli_20260624_105210,0,,0,0,0,,,250.5,2.001788,6721,38,,,7
ue_task_0017,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0017_antigravity-cli_20260624_111956,0,0,1,1,2,12,13,191.6,2.76839,9549,36,,,2
ue_task_0018,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0018_antigravity-cli_20260624_113231,1,0,1,2,2,16,17,300.4,1.78721,6184,24,,,1
ue_task_0019,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0019_antigravity-cli_20260624_114416,0,0,1,0,3,8,15,315.2,4.625661,14387,43,,,1
ue_task_0020,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0020_antigravity-cli_20260624_120327,0,0,1,7,12,8,17,564.0,6.346766,19543,50,,,2
ue_task_0021,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0021_antigravity-cli_20260624_122149,0,,0,0,0,,,453.2,4.556564,13721,47,,,1
ue_task_0022,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0022_antigravity-cli_20260624_123421,0,,0,0,0,,,481.4,6.12223,21659,37,,,2
ue_task_0023,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0023_antigravity-cli_20260630_024042,0,0,1,0,2,1,10,549.9,3.78465,13110,46,,,1
ue_task_0024,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0024_antigravity-cli_20260630_024921,1,1,1,3,3,11,11,391.7,2.3037,7980,28,,,0
ue_task_0025,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0025_antigravity-cli_20260630_030250,0,0,1,2,3,7,10,526.0,4.44285,15390,54,,,1
ue_task_0026,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0026_antigravity-cli_20260630_031135,0,0,1,0,3,2,8,348.6,2.3037,7980,28,,,5
ue_task_0027,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0027_antigravity-cli_20260630_032302,0,0,1,0,3,2,8,484.6,4.196025000000001,14535,51,,,4
ue_task_0028,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0028_antigravity-cli_20260630_033113,1,1,1,1,1,8,8,294.9,1.6455,5700,20,,,1
ue_task_0029,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0029_antigravity-cli_20260630_034034,1,1,1,1,1,7,7,269.7,2.385975,8265,29,,,0
ue_task_0030,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0030_antigravity-cli_20260630_034752,0,0,1,0,1,0,8,306.1,2.9619000000000004,10260,36,,,2
ue_task_0031,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0031_antigravity-cli_20260630_035716,0,0,1,0,1,0,4,431.4,4.525125,15675,55,,,3
ue_task_0034,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0034_antigravity-cli_20260624_132633,0,0,1,4,9,4,10,545.9,4.645675,16541,53,,,1
ue_task_0035,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0035_antigravity-cli_20260624_143803,0,,0,0,0,,,3601.8,5.252382,14813,46,,,1
ue_task_0036,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0036_antigravity-cli_20260624_145122,0,0,1,2,9,3,11,343.2,3.500959,11032,53,,,1
ue_task_0037,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0037_antigravity-cli_20260624_150720,0,,0,0,0,,,415.5,4.874956,16589,51,,,1
ue_task_0038,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0038_antigravity-cli_20260624_152259,0,,0,0,0,,,471.9,3.982911,12358,65,,,1
ue_task_0039,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0039_antigravity-cli_20260624_153746,0,0,1,4,9,5,12,446.3,4.423932,15294,53,,,1
ue_task_0042,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0042_antigravity-cli_20260624_162007,0,,0,0,0,,,307.5,2.925024,9529,35,,,1
ue_task_0043,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0043_antigravity-cli_20260624_163313,0,,0,0,0,,,344.9,4.159897,11636,47,,,1
ue_task_0045,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0045_antigravity-cli_20260624_170551,0,,0,0,0,,,264.2,6.07253,22022,49,,,1
ue_task_0046,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0046_antigravity-cli_20260624_171730,0,,0,0,0,,,259.0,4.893865,15423,66,,,1
ue_task_0047,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0047_antigravity-cli_20260624_173946,1,0,1,1,1,6,10,505.9,4.422476,18724,27,,,1
ue_task_0048,Gemini 3.1 Pro (High),antigravity-cli,Gemini 3.1 Pro (High),default,ue_task_0048_antigravity-cli_20260624_175909,0,,0,0,0,,,642.3,5.807635,18638,45,,,1
